"Quezon City",14.65,121.0475,"Metro Manila",NCR
Sipocot,13.7675,122.9783,"Unknown Province","Unknown Region"
Tuburan,10.73,123.83,"Unknown Province","Unknown Region"
Miagao,10.6442,122.2352,"Unknown Province","Unknown Region"
Cuyapo,15.7778,120.6608,"Unknown Province","Unknown Region"
Castillejos,14.93,120.2,"Unknown Province","Unknown Region"
Bayombong,16.48,121.15,"Unknown Province","Unknown Region"
"Santa Barbara",10.8231,122.5344,"Unknown Province","Unknown Region"
Bay,14.18,121.28,"Unknown Province","Unknown Region"
Pikit,7.05,124.67,"Unknown Province","Unknown Region"
Lupon,6.8969,126.0117,"Unknown Province","Unknown Region"
Bongabon,15.6321,121.1448,"Unknown Province","Unknown Region"
Janiuay,10.95,122.5,"Unknown Province","Unknown Region"
Botolan,15.2896,120.0245,"Unknown Province","Unknown Region"
Rosales,15.8944,120.6328,"Unknown Province","Unknown Region"
"La Carlota",10.42,122.92,"Unknown Province","Unknown Region"
"San Mateo",16.88,121.58,"Unknown Province","Unknown Region"
Opol,8.52,124.57,"Unknown Province","Unknown Region"
Oas,13.2589,123.4953,"Unknown Province","Unknown Region"
Agoo,16.322,120.3647,"Unknown Province","Unknown Region"
Lantapan,8,125.0233,"Unknown Province","Unknown Region"
Coron,12,120.2,"Unknown Province","Unknown Region"
Roxas,17.12,121.62,"Unknown Province","Unknown Region"
Kiamba,5.98,124.62,"Unknown Province","Unknown Region"
"San Remigio",11,123.95,"Unknown Province","Unknown Region"
Lutayan,6.6,124.85,"Unknown Province","Unknown Region"
Angat,14.9281,121.0293,"Unknown Province","Unknown Region"
Solano,16.5183,121.1811,"Unknown Province","Unknown Region"
Quezon,9.235,117.9967,"Unknown Province","Unknown Region"
Tigbauan,10.6747,122.3776,"Unknown Province","Unknown Region"
Pateros,14.5448,121.0671,"Metro Manila",NCR
"San Jose",10.7433,121.9411,"Unknown Province","Unknown Region"
Villasis,15.9,120.58,"Unknown Province","Unknown Region"
Maasin,5.87,125,"Unknown Province","Unknown Region"
Nagcarlan,14.1364,121.4165,"Unknown Province","Unknown Region"
Isabela,10.2,122.98,"Unknown Province","Unknown Region"
Hilongos,10.37,124.75,"Unknown Province","Unknown Region"
Malvar,14.0417,121.1583,"Unknown Province","Unknown Region"
Sibulan,9.35,123.28,"Unknown Province","Unknown Region"
Saravia,10.88,122.97,"Unknown Province","Unknown Region"
Atimonan,14.0036,121.9199,"Unknown Province","Unknown Region"
Teresa,14.5586,121.2083,"Unknown Province","Unknown Region"
Tuao,17.735,121.4553,"Unknown Province","Unknown Region"
"Santa Cruz",15.77,119.92,"Metro Manila",NCR
Sibalom,10.7883,122.0175,"Unknown Province","Unknown Region"
"Jose Panganiban",14.2922,122.6928,"Unknown Province","Unknown Region"
"San Fernando",7.9178,125.3286,"Unknown Province","Unknown Region"
Calinog,11.13,122.5,"Unknown Province","Unknown Region"
Moncada,15.7331,120.5725,"Unknown Province","Unknown Region"
Bansalan,6.78,125.22,"Unknown Province","Unknown Region"
Tandag,9.0789,126.1986,"Unknown Province","Unknown Region"
Kapatagan,7.9,123.77,"Unknown Province","Unknown Region"
Aurora,13.35,122.52,"Unknown Province","Unknown Region"
Cambanugoy,7.5386,125.7508,"Unknown Province","Unknown Region"
"Santa Ana",15.0939,120.7681,"Metro Manila",NCR
Itogon,16.37,120.67,"Unknown Province","Unknown Region"
Baao,13.4535,123.3654,"Unknown Province","Unknown Region"
Taal,13.88,120.93,"Unknown Province","Unknown Region"
Candon,17.1958,120.4489,"Unknown Province","Unknown Region"
Tunasan,14.3725,121.0364,"Unknown Province","Unknown Region"
Abuyog,10.7458,125.0122,"Unknown Province","Unknown Region"
Cabatuan,10.88,122.48,"Unknown Province","Unknown Region"
"Santo Domingo",15.59,120.8786,"Unknown Province","Unknown Region"
Tulunan,6.83,124.88,"Unknown Province","Unknown Region"
Jinoba-an,9.6018,122.4668,"Unknown Province","Unknown Region"
Orion,14.6206,120.5817,"Unknown Province","Unknown Region"
Castilla,12.9553,123.8764,"Unknown Province","Unknown Region"
Laoang,12.57,125.02,"Unknown Province","Unknown Region"
Tigaon,13.6319,123.4975,"Unknown Province","Unknown Region"
Matanao,6.75,125.23,"Unknown Province","Unknown Region"
Gubat,12.9189,124.1231,"Unknown Province","Unknown Region"
Rosario,16.23,120.48,Cavite,"IV-A (CALABARZON)"
Paracale,14.2797,122.7869,"Unknown Province","Unknown Region"
"San Mariano",16.98,122.02,"Unknown Province","Unknown Region"
Malay,11.8997,121.9094,"Unknown Province","Unknown Region"
Obando,14.7083,120.9375,"Unknown Province","Unknown Region"
Sigaboy,6.6536,126.0717,"Unknown Province","Unknown Region"
Ilog,10.03,122.77,"Unknown Province","Unknown Region"
Ragay,13.8217,122.7897,"Unknown Province","Unknown Region"
Kananya,11.1856,124.5597,"Unknown Province","Unknown Region"
Medellin,11.1286,123.9622,"Unknown Province","Unknown Region"
Maimbung,5.93,121.03,"Unknown Province","Unknown Region"
Esperanza,8.68,125.65,"Unknown Province","Unknown Region"
Alfonso,14.1379,120.8552,"Unknown Province","Unknown Region"
Irosin,12.705,124.0319,"Unknown Province","Unknown Region"
"San Francisco",10.65,124.35,"Unknown Province","Unknown Region"
"San Simon",14.998,120.78,"Unknown Province","Unknown Region"
Mansalay,12.5204,121.4385,"Unknown Province","Unknown Region"
Upi,7.0106,124.1629,"Unknown Province","Unknown Region"
Gattaran,18.0611,121.6453,"Unknown Province","Unknown Region"
Roxas,12.58,121.5,"Unknown Province","Unknown Region"
Canlaon,10.38,123.2,"Unknown Province","Unknown Region"
"El Salvador",8.57,124.52,"Unknown Province","Unknown Region"
Calatagan,13.8322,120.6322,"Unknown Province","Unknown Region"
Baganga,7.5752,126.5585,"Unknown Province","Unknown Region"
"San Luis",15.04,120.7919,"Unknown Province","Unknown Region"
Ibaan,13.8176,121.133,"Unknown Province","Unknown Region"
Palompon,11.05,124.38,"Unknown Province","Unknown Region"
Naval,11.58,124.45,"Unknown Province","Unknown Region"
"Barotac Nuevo",10.9,122.7,"Unknown Province","Unknown Region"
Masantol,14.9,120.72,"Unknown Province","Unknown Region"
"New Corella",7.5866,125.8237,"Unknown Province","Unknown Region"
Cogan,10.58,123.97,"Unknown Province","Unknown Region"
Dumanjog,10.05,123.48,"Unknown Province","Unknown Region"
Asingan,16.0023,120.6695,"Unknown Province","Unknown Region"
Milagros,12.2192,123.5089,"Unknown Province","Unknown Region"
"Santa Maria",6.55,125.47,"Unknown Province","Unknown Region"
Tanauan,11.12,125.02,"Unknown Province","Unknown Region"
Buluan,6.7154,124.7854,"Unknown Province","Unknown Region"
Boac,13.45,121.83,"Unknown Province","Unknown Region"
Cupang,14.4315,121.0486,"Unknown Province","Unknown Region"
Alangalang,11.2061,124.8478,"Unknown Province","Unknown Region"
Uson,12.2253,123.7834,"Unknown Province","Unknown Region"
Jasaan,8.65,124.75,"Unknown Province","Unknown Region"
Hagonoy,6.68,125.3,"Unknown Province","Unknown Region"
Pinagkaisahan,14.5229,121.0555,"Unknown Province","Unknown Region"
Lagonoy,13.7353,123.5208,"Unknown Province","Unknown Region"
Basey,11.2817,125.0683,"Unknown Province","Unknown Region"
Pangantocan,7.8331,124.8294,"Unknown Province","Unknown Region"
Ramon,16.78,121.53,"Unknown Province","Unknown Region"
Tiwi,13.4585,123.6805,"Unknown Province","Unknown Region"
Binalonan,16.05,120.6,"Unknown Province","Unknown Region"
Sucat,14.46,121.05,"Metro Manila",NCR
Placer,11.8689,123.9167,"Unknown Province","Unknown Region"
Lian,14.03,120.65,"Unknown Province","Unknown Region"
Libungan,7.25,124.52,"Unknown Province","Unknown Region"
Magsaysay,6.77,125.18,"Unknown Province","Unknown Region"
Diffun,16.5936,121.5025,"Unknown Province","Unknown Region"
"Lower Bicutan",14.5033,121.0642,"Metro Manila",NCR
"General Tinio",15.35,121.05,"Unknown Province","Unknown Region"
Poblacion,10.47,123.97,"Metro Manila",NCR
Bambang,16.3872,121.1075,"Unknown Province","Unknown Region"
Paombong,14.8311,120.7892,"Unknown Province","Unknown Region"
Iba,15.33,119.98,"Unknown Province","Unknown Region"
Mulanay,13.5222,122.4042,"Unknown Province","Unknown Region"
Urbiztondo,15.8227,120.3295,"Unknown Province","Unknown Region"
Batac,18.0554,120.5649,"Unknown Province","Unknown Region"
Tatalon,14.6242,121.0153,"Metro Manila",NCR
Asturias,10.5679,123.7172,"Unknown Province","Unknown Region"
Mercedes,14.1093,123.0109,"Unknown Province","Unknown Region"
Manapla,10.958,123.123,"Unknown Province","Unknown Region"
"Santa Cruz",13.48,122.03,"Metro Manila",NCR
Carigara,11.3,124.68,"Unknown Province","Unknown Region"
Sara,11.25,123.02,"Unknown Province","Unknown Region"
Pila,14.23,121.37,"Unknown Province","Unknown Region"
Masinloc,15.53,119.95,"Unknown Province","Unknown Region"
Pontevedra,10.37,122.88,"Unknown Province","Unknown Region"
Trento,8.05,126.06,"Unknown Province","Unknown Region"
Tapas,11.2622,122.5369,"Unknown Province","Unknown Region"
"San Isidro",15.3097,120.9069,"Metro Manila",NCR
"San Manuel",16.0656,120.6667,"Unknown Province","Unknown Region"
"Don Bosco",14.4817,121.0258,"Metro Manila",NCR
Tagkawayan,13.97,122.53,"Unknown Province","Unknown Region"
Titay,7.8703,122.5594,"Unknown Province","Unknown Region"
Minalabac,13.57,123.1844,"Unknown Province","Unknown Region"
Vigan,17.5747,120.3869,"Unknown Province","Unknown Region"
Cabagan,17.43,121.77,"Unknown Province","Unknown Region"
Impasugong,8.3028,125.0014,"Unknown Province","Unknown Region"
Magpet,7.12,125.12,"Unknown Province","Unknown Region"
Kitaotao,7.6406,125.0086,"Unknown Province","Unknown Region"
Ajuy,11.1725,123.0196,"Unknown Province","Unknown Region"
Pasacao,13.5103,123.0419,"Unknown Province","Unknown Region"
Sibonga,10.03,123.57,"Unknown Province","Unknown Region"
Guiuan,11.03,125.73,"Unknown Province","Unknown Region"
Estancia,11.45,123.15,"Unknown Province","Unknown Region"
Barobo,8.5292,126.1217,"Unknown Province","Unknown Region"
Molave,8.0933,123.485,"Unknown Province","Unknown Region"
Lucban,14.1133,121.5569,"Unknown Province","Unknown Region"
Zaragoza,15.4492,120.7933,"Unknown Province","Unknown Region"
Aurora,7.9484,123.5819,"Unknown Province","Unknown Region"
Buenavista,10.7,122.63,"Unknown Province","Unknown Region"
Pigcawayan,7.28,124.43,"Unknown Province","Unknown Region"
Hamtic,10.7,121.98,"Unknown Province","Unknown Region"
"San Joaquin",10.6,122.08,"Unknown Province","Unknown Region"
Bani,16.1869,119.8592,"Unknown Province","Unknown Region"
"President Roxas",7.1544,125.0558,"Unknown Province","Unknown Region"
Burauen,10.9833,124.9,"Unknown Province","Unknown Region"
Dauis,9.625,123.865,"Unknown Province","Unknown Region"
Claveria,8.61,124.8947,"Unknown Province","Unknown Region"
Ibajay,11.8211,122.1617,"Unknown Province","Unknown Region"
Sison,16.17,120.52,"Unknown Province","Unknown Region"
Naguilian,16.53,120.4,"Unknown Province","Unknown Region"
Victoria,13.1719,121.2756,"Unknown Province","Unknown Region"
Bato,13.3578,123.3678,"Unknown Province","Unknown Region"
Leon,10.7808,122.3894,"Unknown Province","Unknown Region"
"Padre Garcia",13.88,121.22,"Unknown Province","Unknown Region"
Caramoan,13.7707,123.8631,"Unknown Province","Unknown Region"
"Santa Ignacia",15.62,120.43,"Unknown Province","Unknown Region"
Alaminos,14.0635,121.2451,"Unknown Province","Unknown Region"
Bantacan,7.5483,126.1381,"Unknown Province","Unknown Region"
Ocampo,13.5594,123.3761,"Unknown Province","Unknown Region"
"San Narciso",13.5677,122.5667,"Unknown Province","Unknown Region"
Kalamansig,6.57,124.05,"Unknown Province","Unknown Region"
Mabini,13.72,120.9,"Unknown Province","Unknown Region"
Cataingan,12.0028,123.9944,"Unknown Province","Unknown Region"
Gloria,12.9722,121.4778,"Unknown Province","Unknown Region"
"El Nido",11.1956,119.4075,"Unknown Province","Unknown Region"
Bangued,17.6,120.62,Abra,"Cordillera Administrative Region (CAR)"
Aringay,16.3982,120.3555,"Unknown Province","Unknown Region"
Wao,7.6404,124.7257,"Unknown Province","Unknown Region"
Amulung,17.8387,121.7235,"Unknown Province","Unknown Region"
Penablanca,17.6258,121.7853,"Unknown Province","Unknown Region"
Donsol,12.9083,123.5981,"Unknown Province","Unknown Region"
Cardona,14.4861,121.2289,"Unknown Province","Unknown Region"
Tubod,8.05,123.8,"Unknown Province","Unknown Region"
Pananaw,5.98,121.25,"Unknown Province","Unknown Region"
Pontevedra,11.48,122.83,"Unknown Province","Unknown Region"
Bignay,14.7456,120.9961,"Metro Manila",NCR
Rosario,8.38,126,Cavite,"IV-A (CALABARZON)"
Dumarao,11.2631,122.6878,"Unknown Province","Unknown Region"
Noveleta,14.43,120.88,"Unknown Province","Unknown Region"
Kiblawan,6.62,125.22,"Unknown Province","Unknown Region"
Bagumbayan,14.4744,121.0569,"Metro Manila",NCR
Odiongan,12.4,122,"Unknown Province","Unknown Region"
Carmen,9.82,124.2,"Unknown Province","Unknown Region"
Malabang,7.5903,124.0703,"Unknown Province","Unknown Region"
"Pio Duran",13.03,123.45,"Unknown Province","Unknown Region"
Vinzons,14.1739,122.9081,"Unknown Province","Unknown Region"
Dulag,10.9525,125.0317,"Unknown Province","Unknown Region"
Libona,8.3333,124.7433,"Unknown Province","Unknown Region"
Alcala,15.8468,120.5218,"Unknown Province","Unknown Region"
Panay,11.5553,122.7931,"Unknown Province","Unknown Region"
Dumingag,8.155,123.345,"Unknown Province","Unknown Region"
Lal-lo,18.2,121.6622,"Unknown Province","Unknown Region"
"Barotac Viejo",11.05,122.85,"Unknown Province","Unknown Region"
Inabanga,10.03,124.07,"Unknown Province","Unknown Region"
Siocon,7.7067,122.1361,"Unknown Province","Unknown Region"
Minalin,14.97,120.68,"Unknown Province","Unknown Region"
Tuba,16.3928,120.5603,"Unknown Province","Unknown Region"
Mahayag,8.1297,123.4383,"Unknown Province","Unknown Region"
"Santa Rita",14.9953,120.6153,"Unknown Province","Unknown Region"
Bacolor,14.9984,120.6526,"Unknown Province","Unknown Region"
Balimbing,5.0728,119.8847,"Unknown Province","Unknown Region"
"New Washington",11.6483,122.4339,"Unknown Province","Unknown Region"
Tibigan,9.95,123.97,"Unknown Province","Unknown Region"
Mamburao,13.2233,120.596,"Unknown Province","Unknown Region"
Sogod,10.38,124.98,"Unknown Province","Unknown Region"
Bunawan,8.18,125.99,"Unknown Province","Unknown Region"
Malinao,13.4,123.7,"Unknown Province","Unknown Region"
Sumisip,6.42,121.98,"Unknown Province","Unknown Region"
Albuera,10.9186,124.6923,"Unknown Province","Unknown Region"
Ayungon,9.8584,123.1468,"Unknown Province","Unknown Region"
Pilar,11.4878,122.9956,"Unknown Province","Unknown Region"
Banisilan,7.5,124.7,"Unknown Province","Unknown Region"
Kabasalan,7.7968,122.7627,"Unknown Province","Unknown Region"
Isabel,10.93,124.43,"Unknown Province","Unknown Region"
Norala,6.55,124.67,"Unknown Province","Unknown Region"
Montevista,7.7053,125.9903,"Unknown Province","Unknown Region"
Tuy,14.02,120.73,"Unknown Province","Unknown Region"
"Lower Tungawan",7.6047,122.4228,"Unknown Province","Unknown Region"
Cordon,16.67,121.45,"Unknown Province","Unknown Region"
Pagalungan,7.0592,124.6987,"Unknown Province","Unknown Region"
Pilar,14.67,120.57,"Unknown Province","Unknown Region"
Talisay,14.1,121.02,"Unknown Province","Unknown Region"
Narvacan,17.4192,120.4756,"Unknown Province","Unknown Region"
Dingle,11.05,122.67,"Unknown Province","Unknown Region"
Lupao,15.8794,120.8994,"Unknown Province","Unknown Region"
Lumba-a-Bayabao,7.88,124.38,"Unknown Province","Unknown Region"
Tantangan,6.62,124.75,"Unknown Province","Unknown Region"
Maluso,6.55,121.88,"Unknown Province","Unknown Region"
Jones,16.5583,121.7,"Unknown Province","Unknown Region"
Talagutong,6.27,125.67,"Unknown Province","Unknown Region"
"Palayan City",15.5422,121.0844,"Unknown Province","Unknown Region"
Tayug,16.0267,120.7478,"Unknown Province","Unknown Region"
Basud,14.07,122.97,"Unknown Province","Unknown Region"
Aguilar,15.8899,120.2379,"Unknown Province","Unknown Region"
Angadanan,16.7571,121.7479,"Unknown Province","Unknown Region"
"Maria Aurora",15.7967,121.4737,"Unknown Province","Unknown Region"
Buguias,16.8033,120.8211,"Unknown Province","Unknown Region"
Nasipit,8.99,125.34,"Unknown Province","Unknown Region"
Manjuyod,9.68,123.15,"Unknown Province","Unknown Region"
Katipunan,8.5134,123.2847,"Unknown Province","Unknown Region"
Concepcion,11.2,123.1,"Unknown Province","Unknown Region"
Dolores,12.0378,125.4828,"Unknown Province","Unknown Region"
"Upper Bicutan",14.4873,121.0503,"Metro Manila",NCR
Culasi,11.4272,122.056,"Unknown Province","Unknown Region"
Banaybanay,6.9664,126.0114,"Unknown Province","Unknown Region"
"San Pascual",13.1286,122.9775,"Unknown Province","Unknown Region"
Bacnotan,16.7197,120.3481,"Unknown Province","Unknown Region"
Bulalacao,12.325,121.343,"Unknown Province","Unknown Region"
"San Jacinto",16.0725,120.4411,"Unknown Province","Unknown Region"
Pagsanjan,14.27,121.45,"Unknown Province","Unknown Region"
"General Mamerto Natividad",15.603,121.051,"Unknown Province","Unknown Region"
Labangan,7.8667,123.5167,"Unknown Province","Unknown Region"
Loon,9.8,123.8,"Unknown Province","Unknown Region"
Cateel,7.79,126.4531,"Unknown Province","Unknown Region"
Maitum,6.03,124.48,"Unknown Province","Unknown Region"
"Central Signal Village",14.5106,121.0576,"Metro Manila",NCR
Mandaon,12.2259,123.2842,"Unknown Province","Unknown Region"
Guinayangan,13.9,122.45,"Unknown Province","Unknown Region"
"San Jose",13.6981,123.5186,"Unknown Province","Unknown Region"
Labason,8.0647,122.52,"Unknown Province","Unknown Region"
Loreto,8.19,125.85,"Unknown Province","Unknown Region"
Hinatuan,8.3661,126.3361,"Unknown Province","Unknown Region"
Baler,15.7583,121.5625,"Unknown Province","Unknown Region"
Jaro,11.1894,124.7853,"Unknown Province","Unknown Region"
Badian,9.8694,123.3959,"Unknown Province","Unknown Region"
Kalilangan,7.7464,124.7475,"Unknown Province","Unknown Region"
"Santa Elena",14.1797,122.3919,"Unknown Province","Unknown Region"
"Roseller Lim",7.6583,122.4639,"Unknown Province","Unknown Region"
Guambog,7.3092,125.8556,"Unknown Province","Unknown Region"
"Moises Padilla",10.27,123.08,"Unknown Province","Unknown Region"
Toboso,10.72,123.52,"Unknown Province","Unknown Region"
Victoria,14.225,121.325,"Unknown Province","Unknown Region"
Laurel,14.05,120.9,"Unknown Province","Unknown Region"
"South Upi",6.8548,124.1443,"Unknown Province","Unknown Region"
Abucay,14.7222,120.5354,"Unknown Province","Unknown Region"
Villaba,11.22,124.4,"Unknown Province","Unknown Region"
"Santo Tomas",15,120.75,"Unknown Province","Unknown Region"
"Nueva Valencia",10.5259,122.5398,"Unknown Province","Unknown Region"
"Proper Bansud",12.8594,121.4567,"Unknown Province","Unknown Region"
Panitan,11.4639,122.7694,"Unknown Province","Unknown Region"
Balabac,7.98,117.05,"Unknown Province","Unknown Region"
Tucuran,7.8547,123.5783,"Unknown Province","Unknown Region"
Carranglan,15.9608,121.0631,"Unknown Province","Unknown Region"
"Santa Cruz",13.0831,120.7192,"Metro Manila",NCR
"Santa Rita",11.4522,124.9408,"Unknown Province","Unknown Region"
Llanera,15.6625,121.0197,"Unknown Province","Unknown Region"
Polanco,8.5319,123.3631,"Unknown Province","Unknown Region"
"President Quirino",6.7,124.73,"Unknown Province","Unknown Region"
Liloy,8.1228,122.6736,"Unknown Province","Unknown Region"
Aritao,16.2973,121.0338,"Unknown Province","Unknown Region"
Claveria,12.9035,123.2457,"Unknown Province","Unknown Region"
Madridejos,11.27,123.73,"Unknown Province","Unknown Region"
Matnog,12.5856,124.0856,"Unknown Province","Unknown Region"
"Puerto Galera",13.5,120.9542,"Unknown Province","Unknown Region"
Amadeo,14.1728,120.9277,"Unknown Province","Unknown Region"
Kibawe,7.5678,124.9903,"Unknown Province","Unknown Region"
Quezon,15.5542,120.8111,"Unknown Province","Unknown Region"
"San Miguel",8.9322,126.0403,"Unknown Province","Unknown Region"
Kasibu,16.3181,121.2958,"Unknown Province","Unknown Region"
Naga,7.7978,122.6944,"Unknown Province","Unknown Region"
Gonzaga,18.2614,121.9969,"Unknown Province","Unknown Region"
Daram,11.6341,124.7947,"Unknown Province","Unknown Region"
Socorro,13.0583,121.4117,"Unknown Province","Unknown Region"
Anda,16.2896,119.9491,"Unknown Province","Unknown Region"
Tagudin,16.9361,120.4464,"Unknown Province","Unknown Region"
Tabogon,10.93,124.03,"Unknown Province","Unknown Region"
Mondragon,12.52,124.75,"Unknown Province","Unknown Region"
"Santa Cruz",17.0853,120.4553,"Metro Manila",NCR
Alcala,17.9031,121.6556,"Unknown Province","Unknown Region"
Maayon,11.3903,122.7828,"Unknown Province","Unknown Region"
Lasam,18.07,121.6,"Unknown Province","Unknown Region"
Bacong,9.2464,123.2948,"Unknown Province","Unknown Region"
"San Jose de Urquico",15.4781,120.4639,"Unknown Province","Unknown Region"
Mambajao,9.25,124.72,"Unknown Province","Unknown Region"
"La Libertad",10.03,123.22,"Unknown Province","Unknown Region"
Tagbina,8.4578,126.1578,"Unknown Province","Unknown Region"
Tampakan,6.45,124.93,"Unknown Province","Unknown Region"
"Marikina Heights",14.6534,121.1187,"Metro Manila",NCR
Maddela,16.3411,121.6833,"Unknown Province","Unknown Region"
Malilipot,13.32,123.73,"Unknown Province","Unknown Region"
"Santo Tomas",16.28,120.38,"Unknown Province","Unknown Region"
Mobo,12.3372,123.6581,"Unknown Province","Unknown Region"
Vallehermoso,10.33,123.32,"Unknown Province","Unknown Region"
Lobo,13.65,121.25,"Unknown Province","Unknown Region"
Mambusao,11.43,122.5953,"Unknown Province","Unknown Region"
Maragondon,14.27,120.73,"Unknown Province","Unknown Region"
Nabas,11.8278,122.0939,"Unknown Province","Unknown Region"
Siay,7.7056,122.8641,"Unknown Province","Unknown Region"
Romblon,12.55,122.28,"Unknown Province","Unknown Region"
"San Juan",16.67,120.33,"Metro Manila",NCR
Rizal,12.47,120.97,"Unknown Province","Unknown Region"
Villanueva,8.58,124.78,"Unknown Province","Unknown Region"
Leyte,11.37,124.48,"Unknown Province","Unknown Region"
Balaoan,16.82,120.4,"Unknown Province","Unknown Region"
Banga,11.6389,122.3331,"Unknown Province","Unknown Region"
Payabon,9.77,123.13,"Unknown Province","Unknown Region"
Malalag,6.6,125.4,"Unknown Province","Unknown Region"
Balud,12.0369,123.1935,"Unknown Province","Unknown Region"
Taysan,13.78,121.2,"Unknown Province","Unknown Region"
Dingras,18.1036,120.6975,"Unknown Province","Unknown Region"
Valladolid,10.47,122.83,"Unknown Province","Unknown Region"
Cabatuan,16.9589,121.6692,"Unknown Province","Unknown Region"
Plaridel,8.6214,123.7101,"Unknown Province","Unknown Region"
Panglao,9.579,123.745,"Unknown Province","Unknown Region"
Tago,9.0192,126.2333,"Unknown Province","Unknown Region"
Baco,13.3584,121.0977,"Unknown Province","Unknown Region"
Pamplona,9.47,123.12,"Unknown Province","Unknown Region"
"Santo Nino",6.43,124.68,"Unknown Province","Unknown Region"
Palauig,15.4336,119.9083,"Unknown Province","Unknown Region"
"San Nicolas",16.07,120.7653,"Unknown Province","Unknown Region"
Magsaysay,12.3117,121.1472,"Unknown Province","Unknown Region"
Alimodian,10.8196,122.4322,"Unknown Province","Unknown Region"
Veruela,8.07,125.96,"Unknown Province","Unknown Region"
Caraga,7.3283,126.5658,"Unknown Province","Unknown Region"
Buldon,7.52,124.37,"Unknown Province","Unknown Region"
Talacogon,8.45,125.79,"Unknown Province","Unknown Region"
Poblacion,7.5086,125.9206,"Metro Manila",NCR
Manay,7.2108,126.5328,"Unknown Province","Unknown Region"
Jordan,10.6,122.6,"Unknown Province","Unknown Region"
"Kalingalan Caluang",5.88,121.27,"Unknown Province","Unknown Region"
Lilio,14.13,121.436,"Unknown Province","Unknown Region"
Siniloan,14.42,121.45,"Unknown Province","Unknown Region"
Alicia,7.506,122.9412,"Unknown Province","Unknown Region"
Sogod,10.75,124,"Unknown Province","Unknown Region"
Clarin,8.2,123.85,"Unknown Province","Unknown Region"
Pamplona,13.5925,123.0833,"Unknown Province","Unknown Region"
Damulog,7.4853,124.9411,"Unknown Province","Unknown Region"
Bayanan,14.4078,121.05,"Metro Manila",NCR
Agoncillo,13.9334,120.9285,"Unknown Province","Unknown Region"
Sual,16.0661,120.0958,"Unknown Province","Unknown Region"
